country,utility name,utility code,utility ID,year,Type of connection, Total number of connections (residential and non-residential) in the utility area,Total Number of residential connections in the utility area,Total electricity sold per year (MWh),Length of distribution network (km) ,Total number of employees ,Average wholesale price paid per MWh (local nominal currency),Average transmission charges per MWh purchased (local nominal currency),OPEX (operation expenditures) of the distribution services (local nominal currency),CAPEX (captial expenditures) of the distribution services (local nominal currency) ,TOTEX (total expenditures) of the distribution network (local nominal currency),Energy losses in distribution per year (due to technical losses and illegal connections) %,Energy losses in distribution per year due to technical losses %,Energy losses in distribution per year due to non-technical losses (illegal connections) %,Average duration of interruptions per subscriber (hours/year),Average frequency of interruptions per subscriber (# interruptions / year),Number of residential subscribers per 100 households in the concession area (Residential coverage) # / 100 households,Number of customer complaints per year,Average duration between customer complaint and the solution of the problem (hours),Average residential tariff (local nominal currency / MWh),Average industrial tariff (local nominal currency / MWh),Installation Cost (residential) local nominal currency,Installation Cost (Industrial) local nominal currency,Year of privatization,Residencial conexions per employee,Energy sold per employee
Brazil,Compañía de Energia Eletrica do Estado do Tocantins,CELTINS,90379,2007,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,Compañía de Luz e Força Mococa,CLFM - MOCOCA,90390,1995,Elec - Distribution,,,156557,,,,,,,,,,,,,,,,78.18,,,,1,,
Brazil,Compañía de Luz e Força Mococa,CLFM - MOCOCA,90390,1996,Elec - Distribution,,,,,,,,,,,,,,14.83,16.6,,,,108.06,,,,1,,
Brazil,Compañía de Luz e Força Mococa,CLFM - MOCOCA,90390,1997,Elec - Distribution,,,,,,,,,,,,,,20.09,13.88,,,,119.16,,,,1,,
Brazil,Compañía de Luz e Força Mococa,CLFM - MOCOCA,90390,1998,Elec - Distribution,,,,,,,,,,,,,,17.12,11.06,,,,125.22,,,,1,,
Brazil,Compañía de Luz e Força Mococa,CLFM - MOCOCA,90390,1999,Elec - Distribution,30629,,169407,833.690002,77,,,,,,0.113779242,,,14.1,11.56,,,,139.47,,,,1,,2200.090909
Brazil,Compañía de Luz e Força Mococa,CLFM - MOCOCA,90390,2000,Elec - Distribution,31620,,174041,742.16,75,,,,,,0.10787688,,,6.58,9.49,,,,162.86,,,,1,,2320.546667
Brazil,Compañía de Luz e Força Mococa,CLFM - MOCOCA,90390,2001,Elec - Distribution,33229,,154987,746.63,73,,,,,,0.10067296,,,9.15,12.29,,,,184.17,,,,1,,2123.109589
Brazil,Compañía de Luz e Força Mococa,CLFM - MOCOCA,90390,2002,Elec - Distribution,,,,,,,,,,,,,,7.4,9.48,,,,221.94,,,,1,,
Brazil,Compañía de Luz e Força Mococa,CLFM - MOCOCA,90390,2003,Elec - Distribution,,,,,,,,,,,,,,8.22,7.25,,,,255.31,,,,1,,
Brazil,Compañía de Luz e Força Mococa,CLFM - MOCOCA,90390,2004,Elec - Distribution,,,,,,,,,,,,,,5.48,6.89,,,,,,,,1,,
Brazil,Compañía de Luz e Força Mococa,CLFM - MOCOCA,90390,2005,Elec - Distribution,,,,,,,,,,,,,,8.78,9.34,,,,,,,,1,,
Brazil,Compañía de Luz e Força Mococa,CLFM - MOCOCA,90390,2006,Elec - Distribution,36595,30027,212433.12,1378.25,58,99.11,4.612,,,,0.0984,0.0822,0.0162,7.8,10.05,1,,,,,,,1,517.7068966,3662.64
Brazil,Compañía de Luz e Força Mococa,CLFM - MOCOCA,90390,2007,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,Compañía Energetica da Borborema,CELB - PB,90368,1990,Elec - Distribution,,,199800,,,,,,,,,,,,,,,,,,,,0,,
Brazil,Compañía Energetica da Borborema,CELB - PB,90368,1991,Elec - Distribution,,,211368.42,,,,,,,,,,,,,,,,,,,,0,,
Brazil,Compañía Energetica da Borborema,CELB - PB,90368,1992,Elec - Distribution,,,223606.6515,,,,,,,,,,,,,,,,,,,,0,,
Brazil,Compañía Energetica da Borborema,CELB - PB,90368,1993,Elec - Distribution,,,236553.4766,,,,,,,,,,,,,,,,,,,,0,,
Brazil,Compañía Energetica da Borborema,CELB - PB,90368,1994,Elec - Distribution,,,250249.9229,,,,,,,,,,,,,,,,,,,,0,,
Brazil,Compañía Energetica da Borborema,CELB - PB,90368,1995,Elec - Distribution,109000,83161.20314,264751,,378,,,,,,,,,,,,,,67.67,,,,0,220.0031829,700.3994709
Brazil,Compañía Energetica da Borborema,CELB - PB,90368,1996,Elec - Distribution,112000,85450.04359,285294,,371,,,,,,,,,14,,,,,101.3,,,,0,230.3235676,768.9865229
Brazil,Compañía Energetica da Borborema,CELB - PB,90368,1997,Elec - Distribution,114700,87510,350921,,330,,,,,,,,,15.84,,0.730467446,,,116.23,,,,0,265.1818182,1063.39697
Brazil,Compañía Energetica da Borborema,CELB - PB,90368,1998,Elec - Distribution,117825,91102,448741,,311,,,,,,,,,12.24,,0.740331052,,,124.52,,,,0,292.9324759,1442.897106
Brazil,Compañía Energetica da Borborema,CELB - PB,90368,1999,Elec - Distribution,119058,93128,482770,,271,,,19876000,2303023.256,22179023.26,0.09,,,13.43,,0.736772152,,,133.83,,,,0,343.6457565,1781.439114
Brazil,Compañía Energetica da Borborema,CELB - PB,90368,2000,Elec - Distribution,118493,94732,510804,,199,,,19587000,9903000,29490000,0.111,,,15.54,,0.735437788,,,148.04,,,,1,476.040201,2566.854271
Brazil,Compañía Energetica da Borborema,CELB - PB,90368,2001,Elec - Distribution,123810,102138,455363,,182,,,20443000,5747000,26190000,0.133517241,,,12.87,,0.77809548,,,166.81,,,,1,561.1978022,2501.994505
Brazil,Compañía Energetica da Borborema,CELB - PB,90368,2002,Elec - Distribution,127380,105383,482000,,179,,,20174000,3315000,23489000,0.0968,,,10.04,,0.795138191,,,211.9278249,,,,1,588.7318436,2692.73743
Brazil,Compañía Energetica da Borborema,CELB - PB,90368,2003,Elec - Distribution,130900,108666,524000,,223,,,11989000,4400000,16389000,0.0894,,,12.56,,0.812154445,,,260.2625512,,,,1,487.2914798,2349.775785
Brazil,Compañía Energetica da Borborema,CELB - PB,90368,2004,Elec - Distribution,135333,112521,544132,,210,,,14667000,6170000,20837000,0.0871,,,18.96,,,,,303.8278301,,,,1,535.8142857,2591.104762
Brazil,Compañía Energetica da Borborema,CELB - PB,90368,2005,Elec - Distribution,139243,115920,570791,,220,,,12673000,9363000,22036000,0.0897,,,21.58,,,,,346.4012726,,,,1,526.9090909,2594.504545
Brazil,Compañía Energetica da Borborema,CELB - PB,90368,2006,Elec - Distribution,149048,124813,266000,4687,271,78.9,4.506,44140000,7747000,51887000,0.127200876,0.04598234,0.081218536,14.39,10.35,0.997602168,,,355.3362163,195.7487132,,,1,460.5645756,981.5498155
Brazil,Compañía Energetica da Borborema,CELB - PB,90368,2007,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,Compañía Energetica de Alagoas,CEAL,90373,1995,Elec - Distribution,465679,420042.458,1551000,,1676,,,,,,0.175,,,38,31,0.736754747,,,70.62091632,,,,0,250.6219916,925.4176611
Brazil,Compañía Energetica de Alagoas,CEAL,90373,1996,Elec - Distribution,495176,446715,1602000,,1506,,,,12291000,12291000,0.213,,,46,37,0.767551546,,,105.717435,,,,0,296.623506,1063.74502
Brazil,Compañía Energetica de Alagoas,CEAL,90373,1997,Elec - Distribution,509790,458632,1688000,,1057,,,,16710000,16710000,0.232,,,44.4,26.06,0.738537842,,,121.2984942,,,,0,433.8997162,1596.972564
Brazil,Compañía Energetica de Alagoas,CEAL,90373,1998,Elec - Distribution,524541,472150,1846000,,1015,,,23368000,14056000,37424000,0.237,,,34.74,23.19,0.74201109,,,129.95,,,,0,465.1724138,1818.719212
Brazil,Compañía Energetica de Alagoas,CEAL,90373,1999,Elec - Distribution,538105,483479,1919000,9582.519995,991,,,22124000,15200000,37324000,0.231,,,30.92,22.74,0.741532209,,,134.84,,,,0,487.8698285,1936.427851
Brazil,Compañía Energetica de Alagoas,CEAL,90373,2000,Elec - Distribution,558529,503522,1934000,10050,982,,,22813000,15700000,38513000,0.237,,,35.09,25.5,0.774055863,,,145.42,,,,0,512.7515275,1969.450102
Brazil,Compañía Energetica de Alagoas,CEAL,90373,2001,Elec - Distribution,591182,531945,1750000,10701.49,963,,,23812000,15000000,38812000,0.246,,,27.65,21.56,0.819637904,,,161.27,,,,1,552.3831776,1817.237799
Brazil,Compañía Energetica de Alagoas,CEAL,90373,2002,Elec - Distribution,611109,551662,1765000,,949,,,27000000,16000000,43000000,0.261,,,29.88,22.65,0.841135132,,,180.54,,,,1,581.308746,1859.852476
Brazil,Compañía Energetica de Alagoas,CEAL,90373,2003,Elec - Distribution,635940,574344,1972000,,915,,,33377000,19000000,52377000,0.246,,,29.38,22.44,0.866676003,,,192.8845288,,,,1,627.6983607,2155.191257
Brazil,Compañía Energetica de Alagoas,CEAL,90373,2004,Elec - Distribution,657902,595050,1981057,,908,,,41085000,27000000,68085000,0.269,,,23.57,18.84,,,,212.6667288,,,,1,655.3414097,2181.780837
Brazil,Compañía Energetica de Alagoas,CEAL,90373,2005,Elec - Distribution,696065,630853,2184163,,946,,,48481000,23400000,71881000,0.26,,,23.24,18.52,,,,290.0255155,,,,1,666.8636364,2308.840381
Brazil,Compañía Energetica de Alagoas,CEAL,90373,2007,Elec - Distribution,733726,667153,2049000,17381,947,67.65,3.062,232704000,175747000,408451000,0.401995253,0.160003455,0.241991803,24.2,17.42,0.980886653,,2.033333333,381.8768478,231.6926225,,,1,704.4910243,2163.674762
Brazil,Compañía Energetica de Alagoas,CEAL,90373,2008,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,Compañía Energetica de Brasília,CEB,90383,1987,Elec - Distribution,283331,245082,1811984,,1736,,,,,,0.056741281,,,,,0.922,,,,,,,0,141.1762673,1043.769585
Brazil,Compañía Energetica de Brasília,CEB,90383,1988,Elec - Distribution,291011,251449,1889770,,1812,,,,,,0.055472264,,,,,0.930956497,,,,,,,0,138.7687638,1042.919426
Brazil,Compañía Energetica de Brasília,CEB,90383,1989,Elec - Distribution,311960,269973,1951100,,1936,,,,,,0.068290353,,,,,0.94,,,,,,,0,139.4488636,1007.799587
Brazil,Compañía Energetica de Brasília,CEB,90383,1990,Elec - Distribution,347950,303353,2076551,,1883,,,,,,0.075278396,,,,,0.954882192,,,,,,,0,161.1009028,1102.788635
Brazil,Compañía Energetica de Brasília,CEB,90383,1991,Elec - Distribution,366641,319196,2160121,,2457,,,,,,0.081104034,,,,25,0.97,,,,,,,0,129.9129019,879.1701262
Brazil,Compañía Energetica de Brasília,CEB,90383,1992,Elec - Distribution,386136.5228,335068.3648,2243959.531,,2395.223372,,,,,,0.089111804,,,,17.17,0.974961799,,,,,,,0,139.8902369,936.8477102
Brazil,Compañía Energetica de Brasília,CEB,90383,1993,Elec - Distribution,406698,351730,2331052,,2335,,,,,,0.097910217,,,,24.790001,0.979948978,,,,,,,0,150.633833,998.3092077
Brazil,Compañía Energetica de Brasília,CEB,90383,1994,Elec - Distribution,428628,368632,2487484,11607.69231,2182,,,,,,0.098981077,,,18.05,30.35,0.984961669,,,,,,,0,168.9422548,1140.001833
Brazil,Compañía Energetica de Brasília,CEB,90383,1995,Elec - Distribution,443913,380217,2775247,12072,1905,,,,,,0.079296616,,,20.58,29.33,0.99,,,72.71481357,,,,0,199.5889764,1456.822572
Brazil,Compañía Energetica de Brasília,CEB,90383,1996,Elec - Distribution,463959,396103,2994987,12618,1752,,,,,,0.084657702,,,20.32,29.17,1,,,100.7061687,,,,0,226.0861872,1709.467466
Brazil,Compañía Energetica de Brasília,CEB,90383,1997,Elec - Distribution,484385,413886,3224491,13114,1799,,,,,,0.085649461,,,20.12,23.1,1,,,115.69,,,,0,230.0644803,1792.379655
Brazil,Compañía Energetica de Brasília,CEB,90383,1998,Elec - Distribution,507921,432416,3448000,13559,1397,,,173929000,40600000,214529000,0.0962,,,17.7,21.09,1,,,119.97,,,,0,309.531854,2468.146027
Brazil,Compañía Energetica de Brasília,CEB,90383,1999,Elec - Distribution,531546,455013,3625000,14010,1339,,,181670000,34327000,215997000,0.0883,,,15.2,16.48,1,,,138.62,,,,0,339.815534,2707.244212
Brazil,Compañía Energetica de Brasília,CEB,90383,2000,Elec - Distribution,558322,478331,3776800,14331,1307,,,216886000,28335000,245221000,0.0964,,,15.4,14.35,1,,,159.78,,,,1,365.9762816,2889.671002
Brazil,Compañía Energetica de Brasília,CEB,90383,2001,Elec - Distribution,594698,504463,3314200,,1292,,,267513000,21272000,288785000,0.0848,,,11.7,12.71,1,,,182.2537146,,,,1,390.4512384,2565.170279
Brazil,Compañía Energetica de Brasília,CEB,90383,2002,Elec - Distribution,630414,541375,3459800,,1269,,,432054000,23326000,455380000,0.101659321,,,12.18,15.45,1,,,203.1566305,,,,1,426.6154452,2726.398739
Brazil,Compañía Energetica de Brasília,CEB,90383,2003,Elec - Distribution,645157,554058,3581400,,1215,,,292362000,39080000,331442000,0.1126,,,10.61,11.6,,,,266.1081407,,,,1,456.0148148,2947.654321
Brazil,Compañía Energetica de Brasília,CEB,90383,2004,Elec - Distribution,701667,609033,3568914,,1161,,,238200000,42307000,280507000,0.1214,,,11,13.94,,,,323.7463693,,,,1,524.5762274,3074
Brazil,Compañía Energetica de Brasília,CEB,90383,2005,Elec - Distribution,726822,632335.14,3803076,,894,,,320979000,29788000,350767000,,,,11.04,10.54,,,,,,,,1,707.31,4254
Brazil,Compañía Energetica de Brasília,CEB,90383,2006,Elec - Distribution,747395,653064,3991000,15420,677,69.73,3.423,293518000,29788000,323306000,0.133033248,0.080231375,0.052801873,13.44,11.54,,,,328.5507051,279.7802198,,,1,964.6440177,5895.125554
Brazil,Compañía Energetica de Brasília,CEB,90383,2007,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,Compañía Energetica de Goias,CELG,90384,1988,Elec - Distribution,750921,638270,3581133,,4666,,,,,,0.133345175,,,,,,,,,,,,0,136.7916845,767.495285
Brazil,Compañía Energetica de Goias,CELG,90384,1989,Elec - Distribution,762351,648549,3787823,,4526,,,,,,0.128742515,,,,,,,,,,,,0,143.2940787,836.9030049
Brazil,Compañía Energetica de Goias,CELG,90384,1990,Elec - Distribution,823352,697097,3898095,,4528,,,,,,0.129910714,,,,,,,,,,,,0,153.9525177,860.8867049
Brazil,Compañía Energetica de Goias,CELG,90384,1991,Elec - Distribution,883888,744846,4052320,,4560.917891,,,,,,0.144606291,,,32.5,30.4,,,,,,,,0,163.3105479,888.4878212
Brazil,Compañía Energetica de Goias,CELG,90384,1992,Elec - Distribution,943946.2161,793715.2305,4262253.612,3091,4594.075091,67.54,,1097862656,148718000,1246580656,0.146179252,,,,,0.85,,,,,,,0,172.7693202,927.7718643
Brazil,Compañía Energetica de Goias,CELG,90384,1993,Elec - Distribution,1008111.135,845790.7637,4483062.999,3286,4627.473339,4.38,,23874960,338656000,362530960,0.147769323,,,,,0.87800003,,,,,,,0,182.7759345,968.7928316
Brazil,Compañía Energetica de Goias,CELG,90384,1994,Elec - Distribution,1076665.578,901282.9645,4715311.589,4287,4661.114387,36.96,,208970000,102790000,311760000,0.14937669,,,,,0.92099998,,,,,,,0,193.3621211,1011.62752
Brazil,Compañía Energetica de Goias,CELG,90384,1995,Elec - Distribution,1149912,960416,4959592,5325,4695,179,,343380000,121200000,464580000,0.151001541,,,,,0.93,,,76.53,,,,0,204.5614483,1056.356124
Brazil,Compañía Energetica de Goias,CELG,90384,1996,Elec - Distribution,1225919,1029771.96,5278977,5527,4279,97.71,,318049984,59200000,377249984,0.137700098,,,48.74,59.459999,0.97099998,,,105.99,,,,0,240.6571535,1233.694087
Brazil,Compañía Energetica de Goias,CELG,90384,1997,Elec - Distribution,1305681,1096772.04,5634186,6024,3377,36.1,,364809984,74200000,439009984,0.128545757,,,13.95,12.82,0.95,,,121.76,,,,0,324.7770329,1668.399763
Brazil,Compañía Energetica de Goias,CELG,90384,1998,Elec - Distribution,1385663,1163956.92,5834000,6062,3006.961251,44.31,,559430016,110270000,669700016,0.12,,,27.07,32.119999,0.975,,,125.95,,,,0,387.0874358,1940.164676
Brazil,Compañía Energetica de Goias,CELG,90384,1999,Elec - Distribution,1467836,1232982.24,6175801.252,6486,2677.469933,54.89,,614449984,59000000,673449984,0.117,,,22.16,26.639999,0.975,,,138.66,,,,0,460.5027398,2306.580991
Brazil,Compañía Energetica de Goias,CELG,90384,2000,Elec - Distribution,1542139,1295396.76,6513000,7264,2384,58.22,,809960000,68860000,878820000,0.1131,,,21.83,23.889999,0.975,,,155.63,,,,0,543.3711242,2731.963087
Brazil,Compañía Energetica de Goias,CELG,90384,2001,Elec - Distribution,1642543,1379736.12,6028636,7952,2217,73.04,,992329984,70200000,1062529984,0.1143,,,25.97,30.209999,0.95,,,177.52,,,,1,622.3437618,2719.2765
Brazil,Compañía Energetica de Goias,CELG,90384,2002,Elec - Distribution,1722242,1438757,6445128,8974,2159,78.97,,942880000,107070000,1049950000,0.1294,,,23.53,27.5,0.95099998,,,197.88,,,,1,666.3997221,2985.23761
Brazil,Compañía Energetica de Goias,CELG,90384,2003,Elec - Distribution,1795065,1501789,7040341,9313,1858,87.45,,974790016,105580000,1080370016,0.1184,,,23.62,24.139999,0.96400002,,,220.46,,,,1,808.2825619,3789.203983
Brazil,Compañía Energetica de Goias,CELG,90384,2004,Elec - Distribution,1852699,1553905,7057311,9656,2237,84.2,,1350930048,152410000,1503340048,0.1135,,,21.64,19.26,0.95199997,,,,,,,1,694.6379079,3154.81046
Brazil,Compañía Energetica de Goias,CELG,90384,2005,Elec - Distribution,1915500,1606019,7049487,,2819,,,,,,0.1132,,,25.76,22.69,,,,,,,,1,569.7123093,2500.70486
Brazil,Compañía Energetica de Goias,CELG,90384,2006,Elec - Distribution,1977898,1653908,7173000,173429,3900,75.65,3.832,866344000,195100000,1061444000,0.1554,,,21.39,20.14,0.987077753,,,277.81,199.77,,,1,424.0789744,1839.230769
Brazil,Compañía Energetica de Goias,CELG,90384,2007,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,Compañía Energetica de Minas Gerais,CEMIG,90370,1987,Elec - Distribution,2626822,2305508,23887526,,17490,,,,,,0.086733937,,,,,0.734,,,,,,,0,131.8186392,1365.781933
Brazil,Compañía Energetica de Minas Gerais,CEMIG,90370,1988,Elec - Distribution,2751511,2416871,26126520,,18401,,,,,,0.091114592,,,,,0.866,,,,,,,0,131.3445465,1419.8424
Brazil,Compañía Energetica de Minas Gerais,CEMIG,90370,1989,Elec - Distribution,2835824,2490780,27173965,,18459,,,,,,0.095716501,,,,,0.91,,,,,,,0,134.9358037,1472.125521
Brazil,Compañía Energetica de Minas Gerais,CEMIG,90370,1990,Elec - Distribution,3145022,2596070,27979691,,17881,,,,,,0.087591717,,,,,0.89,,,,,,,0,145.1859516,1564.77216
Brazil,Compañía Energetica de Minas Gerais,CEMIG,90370,1991,Elec - Distribution,3366344,2771521,28731189,,17667,,,,,,0.094630365,,,17.2,11.7,0.93,,,,,,,0,156.8755873,1626.263033
Brazil,Compañía Energetica de Minas Gerais,CEMIG,90370,1992,Elec - Distribution,3498150,2882903,29293564,,17868,,,,,,0.088181281,,,16.3857255,10.70248,0.94,,,,,,,0,161.3444706,1639.442803
Brazil,Compañía Energetica de Minas Gerais,CEMIG,90370,1993,Elec - Distribution,3669645,3027887,30419690,,17631,,,,,,0.091804747,,,15.61,9.79,0.96,,,,,,,0,171.7365436,1725.352504
Brazil,Compañía Energetica de Minas Gerais,CEMIG,90370,1994,Elec - Distribution,3853650,3183683,31223127,267874,17516,,,,,,0.089,,,13.68,9.1,0.99,,,,,,,0,181.7585636,1782.548927
Brazil,Compañía Energetica de Minas Gerais,CEMIG,90370,1995,Elec - Distribution,4048567,3336700,32113037,278070,17233,,,,,,0.086,,,14.42,9.07,0.99,,,78.18,,,,0,193.6227006,1863.461788
Brazil,Compañía Energetica de Minas Gerais,CEMIG,90370,1996,Elec - Distribution,4248080,3501576,33316100,290800,15287,,,,,,0.087,,,15.12,9.96,0.99,,,108.06,,,,0,229.055799,2179.374632
Brazil,Compañía Energetica de Minas Gerais,CEMIG,90370,1997,Elec - Distribution,4472985,3691093,34973260,303263,13096,,,,,,0.085,,,12.89,8.9,0.99,,,119.16,,,,0,281.8488852,2670.529933
Brazil,Compañía Energetica de Minas Gerais,CEMIG,90370,1998,Elec - Distribution,4678526,3870607,35740000,316997,11961,,,,,,0.085,,,11.58,7.88,0.99,,,125.22,,,,1,323.6022908,2988.044478
Brazil,Compañía Energetica de Minas Gerais,CEMIG,90370,1999,Elec - Distribution,4917085,4060681,35639030,316997,11748,,,,,,0.096,,,9.98,6.98,0.99,,,139.47,,,,1,345.6487062,3033.625298
Brazil,Compañía Energetica de Minas Gerais,CEMIG,90370,2000,Elec - Distribution,5185540,4284283,37542067,350141,11532,,,,,,0.084,,,10.15,6.55,1,,,215.19,,,,1,371.5125737,3255.468869
Brazil,Compañía Energetica de Minas Gerais,CEMIG,90370,2001,Elec - Distribution,5412070,4429005,34948000,,11288,,,,,,0.076,,,11.37,6.85,1,,,246.16,,,,1,392.3640149,3096.031184
Brazil,Compañía Energetica de Minas Gerais,CEMIG,90370,2002,Elec - Distribution,5591488,4615179,35583992,,11468,,,,,,0.092,,,13.01,7.34,1,,,281.6,,,,1,402.4397454,3102.894315
Brazil,Compañía Energetica de Minas Gerais,CEMIG,90370,2003,Elec - Distribution,5744199,4729674,35907254,,11302,,,1462662000,238000000,1700662000,0.092408662,,,10.74,6.4,1,,,356.95,,,,1,418.4811538,3177.070784
Brazil,Compañía Energetica de Minas Gerais,CEMIG,90370,2004,Elec - Distribution,5873583,4930935,37897000,,10668,,,1920482000,222000000,2142482000,0.1072,,,10.93,6.58,,,,416.26,,,,1,462.2173791,3552.3997
Brazil,Compañía Energetica de Minas Gerais,CEMIG,90370,2005,Elec - Distribution,6009210,4927966,39614000,,10271,,,2686912000,845000000,3531912000,,,,12.21,6.78,,,,491.89,,,,1,479.7941778,3856.87859
Brazil,Compañía Energetica de Minas Gerais,CEMIG,90370,2006,Elec - Distribution,6240048,5064556,20134000,379400,8064,73.17,4.227,1638000000,919166000,2557166000,0.1799,,,13.03,6.43,1,,,496.6850663,293.7857626,,,1,628.0451389,2496.775794
Brazil,Compañía Energetica de Minas Gerais,CEMIG,90370,2007,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,Compañía Energetica de Pernambuco,CELPE,90369,1987,Elec - Distribution,1105037,966543,4215964,,5106,,,,,,0.103931987,,,,,,,,,,,,0,189.2955347,825.6882099
Brazil,Compañía Energetica de Pernambuco,CELPE,90369,1988,Elec - Distribution,1150631,1012576,4366593,,5458,,,,,,0.117184349,,,,,,,,,,,,0,185.5214364,800.0353609
Brazil,Compañía Energetica de Pernambuco,CELPE,90369,1989,Elec - Distribution,1222764,1074950,4688410,,5629,,,,,,0.115189159,,,,,,,,,,,,0,190.9664239,832.9028247
Brazil,Compañía Energetica de Pernambuco,CELPE,90369,1990,Elec - Distribution,1268119,1119150,4741362,,5648,,,,,,0.120593692,,,,,,,,,,,,0,198.1497875,839.4762748
Brazil,Compañía Energetica de Pernambuco,CELPE,90369,1991,Elec - Distribution,1323838.091,1167142.47,5013496,,5467,,,,,,0.118515913,,,31.8,,,,,,,,,0,213.4886538,917.0470093
Brazil,Compañía Energetica de Pernambuco,CELPE,90369,1992,Elec - Distribution,1382016,1217193,5057110,,5282,,,,,,0.119510935,,,19.46,,,,,,,,,0,230.4416888,957.4233245
Brazil,Compañía Energetica de Pernambuco,CELPE,90369,1993,Elec - Distribution,1446740,1275561,5203932,,4796,,,,,,0.135064081,,,23,,0.78,,,,,,,0,265.9635113,1085.056714
Brazil,Compañía Energetica de Pernambuco,CELPE,90369,1994,Elec - Distribution,1524443,1345107,5314766,,4615,,,,,,0.145601778,,,23.98,,0.77,,,,,,,0,291.4641387,1151.628602
Brazil,Compañía Energetica de Pernambuco,CELPE,90369,1995,Elec - Distribution,1578233,1389736,5708992,51554.5,4522,20.99,0,332175538.4,34666000,332368826.4,0.1577,0.0815,0.0762,22.4,22.7,0.780257985,,,68.07,54.61,,,0,307.3277311,1262.492702
Brazil,Compañía Energetica de Pernambuco,CELPE,90369,1996,Elec - Distribution,1641158,1441777,6046381,59017.2,4419,28.56,0,444001139.6,66567000,445282487.4,0.171,0.0817,0.0893,23.1,21.7,0.790652628,,,94.37,62.74,,,0,326.2677076,1368.269065
Brazil,Compañía Energetica de Pernambuco,CELPE,90369,1997,Elec - Distribution,1701623,1490238,6400520,60333.3,3970,31.69,0,515564000,44826000,516358000,0.179,0.082,0.097,18.39,16.33,0.7885,,,102.74,65.36,,,0,375.3748111,1612.221662
Brazil,Compañía Energetica de Pernambuco,CELPE,90369,1998,Elec - Distribution,1794672,1564470,6836974,69952.1,3219,32.78,0,532877000,134812000,537279000,0.197,0.0819,0.1151,14.32,13.7,0.859,,,109,68.02,,,0,486.0111836,2123.943461
Brazil,Compañía Energetica de Pernambuco,CELPE,90369,1999,Elec - Distribution,1909977,1657189,6994349,76755.4,3078,34.42,0.009,576372000,49841000,578854000,0.2015,0.0818,0.1192,15.46,16.41,0.8921,89700,11,122.27,74.03,,,0,538.3979857,2272.368096
Brazil,Compañía Energetica de Pernambuco,CELPE,90369,2000,Elec - Distribution,1999677,1727804,7425106,79492.3,2158,34.66,6.5,700256000,86375000,710767000,0.1888,0.0889,0.0999,16.31,15.32,0.912,172610,17,132.55,76.24,,,1,800.6506024,3440.73494
Brazil,Compañía Energetica de Pernambuco,CELPE,90369,2001,Elec - Distribution,2121276,1824784,6768741,85256,1913,36.55,7.65,799534000,189685000,805099000,0.1771,0.0836,0.0935,15.48,14.51,0.9258,374387,13,144.84,87.03,,,1,953.8860429,3538.285938
Brazil,Compañía Energetica de Pernambuco,CELPE,90369,2002,Elec - Distribution,2200421,1882642,6866523,91213.6,1846,40.97,8.72,861865000,140319000,868583000,0.1949,0.0817,0.1132,16.22,13.64,0.9353,241847,16,164.64,102.36,337.05,,1,1019.849404,3719.676598
Brazil,Compañía Energetica de Pernambuco,CELPE,90369,2003,Elec - Distribution,2318401,1991446,7535912,94132,1771,51.2,10.43,1005419000,136311000,1009358000,0.1798,0.0839,0.0958,12.87,9.01,0.9656,262948,15.3,191.17,126.11,413.64,,1,1124.475438,4255.173348
Brazil,Compañía Energetica de Pernambuco,CELPE,90369,2004,Elec - Distribution,2362334,2040414,7385881,96140.7,1755,75.52,12.13,1210493000,140079000,1211305000,0.1935,0.093,0.1005,15.95,9.37,0.9733,89373,23,218.41,146.7,742.17,,1,1162.62906,4208.479202
Brazil,Compañía Energetica de Pernambuco,CELPE,90369,2005,Elec - Distribution,2441064,2097207,7827932,104369.2,1727,87.78,9.83,1307861000,192768000,1310470000,0.1806,0.0937,0.087,12.55,7.76,0.9816,142815,31.6,240.73,168.08,912.94,,1,1214.364215,4532.676317
Brazil,Compañía Energetica de Pernambuco,CELPE,90369,2006,Elec - Distribution,2539815,2185431,7850000,109183,1723,89.63,3.706,387950000,173793000,561743000,0.276898237,0.114879233,0.052009917,15.82,9.37,0.988689989,78232,2.55,398.0700624,325.7519551,,,1,1268.387115,4556.006965
Brazil,Compañía Energetica de Pernambuco,CELPE,90369,2007,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,Compañía Energetica do Amazonas,CEAM,90378,1995,Elec - Distribution,107063,91319,266564,,1358,,,,,,,,0.23,,,,,,95.08,104.29,,,0,67.24521355,196.2916053
Brazil,Compañía Energetica do Amazonas,CEAM,90378,1996,Elec - Distribution,112965,96461,300637,,1412,,,,,,,,0.18,,,,,,112.03,108.73,,,0,68.31515581,212.9157224
