country,utility name,utility code,utility ID,year,Type of connection, Total number of connections (residential and non-residential) in the utility area,Total Number of residential connections in the utility area,Total electricity sold per year (MWh),Length of distribution network (km) ,Total number of employees ,Average wholesale price paid per MWh (local nominal currency),Average transmission charges per MWh purchased (local nominal currency),OPEX (operation expenditures) of the distribution services (local nominal currency),CAPEX (captial expenditures) of the distribution services (local nominal currency) ,TOTEX (total expenditures) of the distribution network (local nominal currency),Energy losses in distribution per year (due to technical losses and illegal connections) %,Energy losses in distribution per year due to technical losses %,Energy losses in distribution per year due to non-technical losses (illegal connections) %,Average duration of interruptions per subscriber (hours/year),Average frequency of interruptions per subscriber (# interruptions / year),Number of residential subscribers per 100 households in the concession area (Residential coverage) # / 100 households,Number of customer complaints per year,Average duration between customer complaint and the solution of the problem (hours),Average residential tariff (local nominal currency / MWh),Average industrial tariff (local nominal currency / MWh),Installation Cost (residential) local nominal currency,Installation Cost (Industrial) local nominal currency,Year of privatization,Residencial conexions per employee,Energy sold per employee
Republica Dominicana,EMPRESA DISTRIBUIDORA DE ELECTRICIDAD DEL SUR,EDESUR,210002,2004,Elec - Distribution,378599,347617,2013764.421,11468,,4800,803160,1921650000,,,0.434,,,162.31405,42.35,,,,3214.5,1602.45,,,0,,
Republica Dominicana,EMPRESA DISTRIBUIDORA DE ELECTRICIDAD DEL SUR,EDESUR,210002,2005,Elec - Distribution,411234,377592.1546,2195764.019,,,,948362.5032,1267866192,383976340,1651842532,0.425,,,184.6,50.57,,,,3711.29703,1832.999823,,,0,,
Republica Dominicana,EMPRESA DISTRIBUIDORA DE ELECTRICIDAD DEL SUR,EDESUR,210002,2006,Elec - Distribution,434938,399357,2350820,,2070,3920,891470.844,1403700000,304920000,1708620000,0.374,,,164.46,42.17,,,,3690.35315,1874.107015,,,0,,
Republica Dominicana,EMPRESA DISTRIBUIDORA DE ELECTRICIDAD DEL SUR,EDESUR,210002,2007,Elec - Distribution,,,,,1973,3684.978,,1981178172,,,0.392,,,,,,,,,,,,0,,
Argentina,Empresa Distribuidora de Energia Atlantica,EDEA,90225,1991,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,0,,
Argentina,Empresa Distribuidora de Energia Atlantica,EDEA,90225,1992,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,0,,
Argentina,Empresa Distribuidora de Energia Atlantica,EDEA,90225,1993,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,0,,
Argentina,Empresa Distribuidora de Energia Atlantica,EDEA,90225,1994,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,0,,
Argentina,Empresa Distribuidora de Energia Atlantica,EDEA,90225,1995,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,0,,
Argentina,Empresa Distribuidora de Energia Atlantica,EDEA,90225,1996,Elec - Distribution,,,,,,,,,,,0.13,,,,,,,,168,,,,0,,
Argentina,Empresa Distribuidora de Energia Atlantica,EDEA,90225,1997,Elec - Distribution,400009,362569.734,1320700,,726,,,,,,0.114,,,,,,,,164,,,,1,499.4073471,1819.146006
Argentina,Empresa Distribuidora de Energia Atlantica,EDEA,90225,1998,Elec - Distribution,394068,368338.0887,2266700,,716,,,,,,0.101,,,,,,,,153.1428571,,,,1,514.4386713,3165.782123
Argentina,Empresa Distribuidora de Energia Atlantica,EDEA,90225,1999,Elec - Distribution,427364,365048.7488,2049500,,690,,,,,,0.106,,,,,,,,150.5142857,,,,1,529.0561576,2970.289855
Argentina,Empresa Distribuidora de Energia Atlantica,EDEA,90225,2000,Elec - Distribution,406603,368546.5616,1875000,9181,670,,,,,,0.104,,,,,,,,149.7142857,,,,1,550.0694949,2798.507463
Argentina,Empresa Distribuidora de Energia Atlantica,EDEA,90225,2001,Elec - Distribution,412222,373639.6453,1738700,9249,654,,,,,,0.13,,,,,,,,126.2857143,,,,1,571.3144424,2658.562691
Argentina,Empresa Distribuidora de Energia Atlantica,EDEA,90225,2002,Elec - Distribution,406865,368784.0394,1701000,9452,636,,,,,,0.1286,,,,,,,,,,,,1,579.8491186,2674.528302
Argentina,Empresa Distribuidora de Energia Atlantica,EDEA,90225,2003,Elec - Distribution,415660,376754.224,1637000,9953,623,,,,,,0.14,,,,,,,,,,,,1,604.7419326,2627.608347
Argentina,Empresa Distribuidora de Energia Atlantica,EDEA,90225,2004,Elec - Distribution,427467,387456.0888,1734000,9990.87,635,,,,,,,,,,,,,,,,,,1,610.167069,2730.708661
Argentina,Empresa Distribuidora de Energia Atlantica,EDEA,90225,2005,Elec - Distribution,435592,394820.5888,1874000,10008.3,635,,,,,,,,,,,,,,,,,,1,621.7647068,2951.181102
Argentina,Empresa Distribuidora de Energia Atlantica,EDEA,90225,2006,Elec - Distribution,441629,388257,1514439.211,10571.45,708,,,,,,0.099,,,1.393442623,6.349206349,,,,133.3219168,9.501070397,,,,,
Argentina,Empresa Distribuidora de Energia de Catamarca S.A. ,EDECAT,90229,1991,Elec - Distribution,56455.08281,48991,150902,,,,,,,,,,,,,0.857490417,,,,,,,0,,
Argentina,Empresa Distribuidora de Energia de Catamarca S.A. ,EDECAT,90229,1992,Elec - Distribution,58528.93541,50589,163187,,,,,,,,,,,,,0.858588241,,,,,,,0,,
Argentina,Empresa Distribuidora de Energia de Catamarca S.A. ,EDECAT,90229,1993,Elec - Distribution,61066.20959,52637,183669,,,,,,,,,,,,,0.866235226,,,,,,,0,,
Argentina,Empresa Distribuidora de Energia de Catamarca S.A. ,EDECAT,90229,1994,Elec - Distribution,63450,54374,196028,,,,,,,,,,,,,0.867664572,,,,,,,0,,
Argentina,Empresa Distribuidora de Energia de Catamarca S.A. ,EDECAT,90229,1995,Elec - Distribution,65554,56287,217182,,,,,,,,,,,,,0.870932615,,,,,,,0,,
Argentina,Empresa Distribuidora de Energia de Catamarca S.A. ,EDECAT,90229,1996,Elec - Distribution,51153,59746.12913,193589,,,,,,,,,,,,,0.896400512,,,120.0063504,,,,1,,
Argentina,Empresa Distribuidora de Energia de Catamarca S.A. ,EDECAT,90229,1997,Elec - Distribution,53505,62781.07326,213827,,,,,,,,,,,,,0.91334936,,,112.7507947,,,,1,,
Argentina,Empresa Distribuidora de Energia de Catamarca S.A. ,EDECAT,90229,1998,Elec - Distribution,74382,65062.9915,280100,,216,,,,,,0.187,,,,,0.917821213,,,107.2,,,,1,301.2175532,1296.759259
Argentina,Empresa Distribuidora de Energia de Catamarca S.A. ,EDECAT,90229,1999,Elec - Distribution,79574,69354.85347,292300,,220,,,,,,0.1885,,,,,0.94867355,,,110.6,,,,1,315.249334,1328.636364
Argentina,Empresa Distribuidora de Energia de Catamarca S.A. ,EDECAT,90229,2000,Elec - Distribution,82492,71788.84105,297100,3624,220,,,,,,0.201,,,,,0.952166168,,,121.6,,,,1,326.3129139,1350.454545
Argentina,Empresa Distribuidora de Energia de Catamarca S.A. ,EDECAT,90229,2001,Elec - Distribution,86171,75330.07144,301800,3655,220,,,,,,0.258,,,,,0.968813214,,,,,,,1,342.4094157,1371.818182
Argentina,Empresa Distribuidora de Energia de Catamarca S.A. ,EDECAT,90229,2002,Elec - Distribution,86540,75995.21966,268100,3835,220,,,,,,0.292,,,,,0.947706413,,,,,,,1,345.4328166,1218.636364
Argentina,Empresa Distribuidora de Energia de Catamarca S.A. ,EDECAT,90229,2003,Elec - Distribution,86540,,268100,3835,220,,,,,,,,,,,,,,,,,,1,,1218.636364
Argentina,Empresa Distribuidora de Energia de Catamarca S.A. ,EDECAT,90229,2004,Elec - Distribution,86540,,268100,3835,220,,,,,,,,,,,,,,,,,,1,,1218.636364
Argentina,Empresa Distribuidora de Energia de Catamarca S.A. ,EDECAT,90229,2005,Elec - Distribution,85958,,435500,6416.17,279,,,,,,,,,,,,,,,,,,1,,1560.9319
Argentina,Empresa Distribuidora de Energia de Catamarca S.A. ,EDECAT,90229,2006,Elec - Distribution,85958,76753,435500,6416.17,279,,,,,,0.0666,,,,,,,,49.45872183,3.202905264,,,,,
Argentina,Empresa Distribuidora de Energia de Formosa S.A.,EDEFOR,90231,1991,Elec - Distribution,60373.74286,48681.46213,151392.4296,,,,,,,,,,,,,0.784161669,,,,,,,0,,
Argentina,Empresa Distribuidora de Energia de Formosa S.A.,EDEFOR,90231,1992,Elec - Distribution,60978.56662,49605.88331,159691.6532,,,,,,,,,,,,,0.779000869,,,,,,,0,,
Argentina,Empresa Distribuidora de Energia de Formosa S.A.,EDEFOR,90231,1993,Elec - Distribution,64569.34071,52993.5228,182674.1184,,,,,,,,,,,,,0.811316494,,,,,,,0,,
Argentina,Empresa Distribuidora de Energia de Formosa S.A.,EDEFOR,90231,1994,Elec - Distribution,63731.59129,53313.55091,201461.3717,,,,,,,,,,,,,0.795733942,,,,,,,0,,
Argentina,Empresa Distribuidora de Energia de Formosa S.A.,EDEFOR,90231,1995,Elec - Distribution,65242,55197.50842,217837,,,,,,,,,,,,,0.803179301,,,,,,,1,,
Argentina,Empresa Distribuidora de Energia de Formosa S.A.,EDEFOR,90231,1996,Elec - Distribution,71458.26379,57755.24613,221616.6289,,,,,,,,,,,,,0.819308068,,,98.22301951,,,,1,,
Argentina,Empresa Distribuidora de Energia de Formosa S.A.,EDEFOR,90231,1997,Elec - Distribution,63647,60093.25785,265301.5529,,,,,,,,,,,,,0.831082812,,,88.01515782,,,,1,,
Argentina,Empresa Distribuidora de Energia de Formosa S.A.,EDEFOR,90231,1998,Elec - Distribution,81805,69478.37535,275971.9832,,,,,,,,,,,,,0.936765668,,,84,,,,1,,
Argentina,Empresa Distribuidora de Energia de Formosa S.A.,EDEFOR,90231,1999,Elec - Distribution,73030,65057.12792,281900,,136,,,,,,0.335,,,,,0.855143417,,,103.6,,,,1,478.3612347,2072.794118
Argentina,Empresa Distribuidora de Energia de Formosa S.A.,EDEFOR,90231,2000,Elec - Distribution,82487,67976.1231,283500,3120,130,,,,,,0.343,,,,,0.871090388,,,163.4,,,,1,522.8932546,2180.769231
Argentina,Empresa Distribuidora de Energia de Formosa S.A.,EDEFOR,90231,2001,Elec - Distribution,88434,73231.53341,303400,3098,130,,,,,,0.3041,,,,,0.914887549,,,,,,,1,563.3194878,2333.846154
Argentina,Empresa Distribuidora de Energia de Formosa S.A.,EDEFOR,90231,2002,Elec - Distribution,90061,74941.7102,315100,2965,132,,,,,,0.312,,,,,0.91275863,,,,,,,1,567.7402288,2387.121212
Argentina,Empresa Distribuidora de Energia de Formosa S.A.,EDEFOR,90231,2003,Elec - Distribution,92409,76893.5289,313000,2965,97,,,,,,,,,,,,,,,,,,1,792.7167928,3226.804124
Argentina,Empresa Distribuidora de Energia de Formosa S.A.,EDEFOR,90231,2004,Elec - Distribution,96091,79957.3211,328000,3186.28,97,,,,,,,,,,,,,,,,,,1,824.3022794,3381.443299
Argentina,Empresa Distribuidora de Energia de Formosa S.A.,EDEFOR,90231,2005,Elec - Distribution,99404,,,3219,70,,,,,,,,,,,,,,,,,,1,,
Argentina,Empresa Distribuidora de Energia de Formosa S.A.,EDEFOR,90231,2006,Elec - Distribution,99404,50459,524000,3219,70,,,,,,0.2423,,,,,,,,51.59365133,20.63494394,,,,,
Argentina,Empresa Distribuidora de Energia La Plata S.A.,EDELAP,90202,1990,Elec - Distribution,235987,201517.0508,800000,,,,,,,,,,,,,,,,,,,,0,,
Argentina,Empresa Distribuidora de Energia La Plata S.A.,EDELAP,90202,1991,Elec - Distribution,238000,203236.0176,832000,,,,,,,,,,,22,13,0.777262538,,,,,,,0,,
Argentina,Empresa Distribuidora de Energia La Plata S.A.,EDELAP,90202,1992,Elec - Distribution,247043.1946,210958.2985,879156.614,,741,,,,,,0.27,,,22,13,0.797120145,,,79.5,,,,0,284.6940601,1186.446173
Argentina,Empresa Distribuidora de Energia La Plata S.A.,EDELAP,90202,1993,Elec - Distribution,256430,218974,928986,,504,,,,,,0.162,,,17.83216783,9.609411765,0.817485077,,,78,,,,1,434.4722222,1843.22619
Argentina,Empresa Distribuidora de Energia La Plata S.A.,EDELAP,90202,1994,Elec - Distribution,261703,223125,1022241,5522,519,,,,,,0.133,,,10.45,5.638,0.822992024,,,81,,,,1,429.9132948,1969.635838
